portfolio_id,desk_id,office_id,pf_category,start_date, sold ,country_code,euribor_rate,currency,libor_rate, bought ,creation_date,indicator_code,sell_date,type,hedge_value,status,return_p, absolute_return ,period_of_holding,start-create,start-sell,create-sell,returnf, return , abret/bought , diff_ret ,gain,interest_rate,principal_amount
PF00002491,DSK00002374,OFF00001001,A,8/19/2008,"184,096,000",T,0.04483,USD,3.082235238,"183,884,992",8/19/2008,no_in_code,8/28/2008,A,no_hedge_value,no_status,6%,"211,008.03",9,0,9,9,6%,0.05508,0.0011475,0.0539325,173756606.6,94.492,357641598.6
PF00002486,DSK00002371,OFF00001002,C,8/19/2008,"110,000,000",M,0.04483,CHF,3.030655238,"109,992,819",8/19/2008,no_in_code,8/20/2008,E,no_hedge_value,no_status,3%,"7,180.56",1,0,1,1,3%,0.0282,0.000065282,0.028134718,106891021.5,97.18,216883840.5
PF00002487,DSK00002372,OFF00001002,C,8/19/2008,"110,000,000",M,0.04483,CHF,3.030655238,"109,956,000",8/19/2008,no_in_code,8/25/2008,E,no_hedge_value,no_status,3%,"44,000.00",6,0,6,6,3%,0.0288,0.00040016,0.02839984,106789267.2,97.12,216745267.2
PF00002490,DSK00002370,OFF00001002,C,8/19/2008,"22,000,000",M,0.04483,CHF,3.030655238,"21,940,193",8/19/2008,no_in_code,9/25/2008,E,no_hedge_value,no_status,3%,"59,806.86",37,0,37,37,3%,0.03174,0.002725904,0.029014346,21243805.79,96.825975,43183998.79
PF00002493,DSK00002375,OFF00001002,C,8/20/2008,"55,000,000",M,0.04483,CHF,3.030655238,"54,996,410",8/20/2008,no_in_code,8/21/2008,E,no_hedge_value,no_status,3%,"3,590.28",1,0,1,1,3%,0.0282,0.000065282,0.028134718,53445511.24,97.18,108441921.2
PF00002494,DSK00002375,OFF00001002,C,8/20/2008,"110,000,000",M,0.04483,CHF,3.030655238,"109,992,819",8/20/2008,no_in_code,8/21/2008,E,no_hedge_value,no_status,3%,"7,180.56",1,0,1,1,3%,0.0282,0.000065282,0.028134718,106891021.5,97.18,216883840.5
PF00002495,DSK00002376,OFF00001002,C,8/20/2008,"49,500,000",M,0.04483,CHF,3.030655238,"49,427,671",8/20/2008,no_in_code,9/9/2008,E,no_hedge_value,no_status,3%,"72,329.17",20,0,20,20,3%,0.03156,0.001463334,0.030098486,47867643.74,96.843818,97295314.74
PF00002497,DSK00002378,OFF00001001,A,8/20/2008,"34,254,000",T,0.04483,USD,3.082235238,"34,201,216",8/20/2008,no_in_code,9/1/2008,A,no_hedge_value,no_status,6%,"52,783.88",12,0,12,12,6%,0.05556,0.001543333,0.054016667,32300996.44,94.444,66502212.44
PF00002498,DSK00002379,OFF00001001,A,8/21/2008,"63,668,000",T,0.04483,USD,3.082235238,"63,544,882",8/21/2008,no_in_code,9/10/2008,A,no_hedge_value,no_status,6%,"123,118.21",20,0,20,20,6%,0.0558,0.0019375,0.0538625,59999077.58,94.42,123543959.6
PF00002499,DSK00002380,OFF00001002,C,8/21/2008,"110,022,000",M,0.04483,CHF,3.030655238,"110,014,910",8/21/2008,no_in_code,8/22/2008,E,no_hedge_value,no_status,3%,"7,090.31",1,0,1,1,3%,0.02784,0.000064449,0.027775551,106952094.9,97.216,216967004.9
PF00002500,DSK00002382,OFF00001002,C,8/21/2008,"110,000,000",M,0.04483,CHF,3.030655238,"109,992,819",8/21/2008,no_in_code,8/22/2008,E,no_hedge_value,no_status,3%,"7,180.56",1,0,1,1,3%,0.0282,0.000065282,0.028134718,106891021.5,97.18,216883840.5
PF00002501,DSK00002382,OFF00001002,C,8/21/2008,"55,000,000",M,0.04483,CHF,3.030655238,"54,996,410",8/21/2008,no_in_code,8/22/2008,E,no_hedge_value,no_status,3%,"3,590.28",1,0,1,1,3%,0.0282,0.000065282,0.028134718,53445511.24,97.18,108441921.2
PF00002502,DSK00002381,OFF00001001,A,8/21/2008,"5,698,000",T,0.04483,USD,3.082235238,"5,691,412",8/21/2008,no_in_code,9/4/2008,A,no_hedge_value,no_status,6%,"6,587.81",14,0,14,14,6%,0.05556,0.0011575,0.0544025,5375197.149,94.444,11066609.15
PF00002503,DSK00002383,OFF00001001,A,8/21/2008,"111,056,000",T,0.04483,USD,3.082235238,"110,884,130",8/21/2008,no_in_code,9/2/2008,A,no_hedge_value,no_status,6%,"171,870.40",12,0,12,12,6%,0.0558,0.00155,0.05425,104696795.5,94.42,215580925.5
PF00002504,DSK00002384,OFF00001001,A,8/21/2008,"166,606,000",T,0.04483,USD,3.082235238,"166,457,437",8/21/2008,no_in_code,8/29/2008,A,no_hedge_value,no_status,6%,"148,563.26",8,0,8,8,6%,0.05508,0.0008925,0.0541875,157288961.4,94.492,323746398.4
PF00002505,DSK00002385,OFF00001002,C,8/22/2008,"82,500,000",M,0.04483,CHF,3.030655238,"82,304,120",8/22/2008,no_in_code,9/23/2008,E,no_hedge_value,no_status,3%,"195,879.77",32,0,32,32,3%,0.03205,0.002379951,0.029673103,79666021.6,96.7946946,161970141.6
PF00002507,DSK00002386,OFF00001002,C,8/22/2008,"27,874,000",M,0.04483,CHF,3.030655238,"27,868,541",8/22/2008,no_in_code,8/25/2008,E,no_hedge_value,no_status,3%,"5,458.66",3,0,3,3,3%,0.0282,0.000195872,0.028004128,27082648.14,97.18,54951189.14
PF00002508,DSK00002387,OFF00001002,C,8/22/2008,"27,500,000",M,0.04483,CHF,3.030655238,"27,437,247",8/22/2008,no_in_code,9/22/2008,E,no_hedge_value,no_status,3%,"62,753.47",31,0,31,31,3%,0.0318,0.002287164,0.029512836,26564742.55,96.82,54001989.55
PF00002509,DSK00002388,OFF00001002,C,8/25/2008,"55,264,000",M,0.04483,CHF,3.030655238,"55,260,439",8/25/2008,no_in_code,8/26/2008,E,no_hedge_value,no_status,3%,"3,561.46",1,0,1,1,3%,0.02784,0.000064449,0.027775551,53721988.38,97.216,108982427.4
PF00002510,DSK00002389,OFF00001002,C,8/25/2008,"55,000,000",M,0.04483,CHF,3.030655238,"54,969,200",8/25/2008,no_in_code,9/2/2008,E,no_hedge_value,no_status,3%,"30,800.00",8,0,8,8,3%,0.03024,0.000560314,0.029679686,53306931.39,96.976,108276131.4
PF00002511,DSK00002391,OFF00001002,C,8/25/2008,"110,000,000",M,0.04483,CHF,3.030655238,"109,992,819",8/25/2008,no_in_code,8/26/2008,E,no_hedge_value,no_status,3%,"7,180.56",1,0,1,1,3%,0.0282,0.000065282,0.028134718,106891021.5,97.18,216883840.5
PF00002512,DSK00002390,OFF00001001,A,8/25/2008,"73,392,000",T,0.04483,USD,3.082235238,"73,306,964",8/25/2008,no_in_code,9/3/2008,A,no_hedge_value,no_status,6%,"85,036.08",9,0,9,9,6%,0.05568,0.00116,0.05452,69225232.24,94.432,142532196.2
PF00002513,DSK00002392,OFF00001002,C,8/25/2008,"15,620,000",M,0.04483,CHF,3.030655238,"15,585,239",8/25/2008,no_in_code,9/25/2008,E,no_hedge_value,no_status,3%,"34,760.86",31,0,31,31,3%,0.03205,0.002230371,0.029815491,15085796.58,96.7954138,30671035.58
PF00002514,DSK00002393,OFF00001002,C,8/26/2008,"55,275,000",M,0.04483,CHF,3.030655238,"55,271,438",8/26/2008,no_in_code,8/27/2008,E,no_hedge_value,no_status,3%,"3,562.17",1,0,1,1,3%,0.02784,0.000064449,0.027775551,53732681.17,97.216,109004119.2
PF00002515,DSK00002394,OFF00001001,A,8/26/2008,"61,941,000",T,0.04483,USD,3.082235238,"61,861,268",8/26/2008,no_in_code,9/5/2008,A,no_hedge_value,no_status,6%,"79,732.30",10,0,10,10,6%,0.05568,0.001288889,0.054391111,58416832.6,94.432,120278100.6
PF00002517,DSK00002396,OFF00001002,C,8/26/2008,"110,000,000",M,0.04483,CHF,3.030655238,"109,992,819",8/26/2008,no_in_code,8/27/2008,E,no_hedge_value,no_status,3%,"7,180.56",1,0,1,1,3%,0.0282,0.000065282,0.028134718,106891021.5,97.18,216883840.5
PF00002519,DSK00002398,OFF00001001,A,8/26/2008,"234,894,000",T,0.04483,USD,3.082235238,"234,469,090",8/26/2008,no_in_code,8/20/2008,A,no_hedge_value,no_status,6%,"424,910.10",-6,0,-6,-6,6%,0.05592,0.001812222,0.054107778,221357578.5,94.408,455826668.5
PF00002520,DSK00002399,OFF00001001,A,8/27/2008,"207,757,000",T,0.04483,USD,3.082235238,"206,901,806",8/27/2008,no_in_code,9/30/2008,A,no_hedge_value,no_status,6%,"855,194.13",34,0,34,34,6%,0.0558,0.004133333,0.051666667,195356685.2,94.42,402258491.2
PF00002523,DSK00002402,OFF00001002,C,8/27/2008,"110,000,000",M,0.04483,CHF,3.030655238,"109,992,819",8/27/2008,no_in_code,8/28/2008,E,no_hedge_value,no_status,3%,"7,180.56",1,0,1,1,3%,0.0282,0.000065282,0.028134718,106891021.5,97.18,216883840.5
PF00002533,DSK00002409,OFF00001001,A,8/29/2008,"112,035,000",T,0.04483,USD,3.082235238,"111,876,043",8/29/2008,no_in_code,9/9/2008,A,no_hedge_value,no_status,6%,"158,957.21",11,0,11,11,6%,0.0558,0.001420833,0.054379167,105633359.8,94.42,217509402.8
PF00002527,DSK00002406,OFF00001002,C,8/28/2008,"55,000,000",M,0.04483,CHF,3.030655238,"54,976,167",8/28/2008,no_in_code,9/3/2008,E,no_hedge_value,no_status,3%,"23,833.33",6,0,6,6,3%,0.0312,0.000433521,0.030766479,53260910.59,96.88,108237077.6
PF00002528,DSK00002407,OFF00001002,C,8/28/2008,"110,000,000",M,0.04483,CHF,3.030655238,"109,992,667",8/28/2008,no_in_code,8/29/2008,E,no_hedge_value,no_status,3%,"7,333.33",1,0,1,1,3%,0.0288,0.000066671,0.028733329,106824878.2,97.12,216817545.2
PF00002529,DSK00002407,OFF00001002,C,8/28/2008,"55,000,000",M,0.04483,CHF,3.030655238,"54,996,333",8/28/2008,no_in_code,8/29/2008,E,no_hedge_value,no_status,3%,"3,666.67",1,0,1,1,3%,0.0288,0.000066671,0.028733329,53412438.61,97.12,108408771.6
PF00002531,DSK00002405,OFF00001001,A,8/28/2008,"110,264,000",T,0.04483,USD,3.082235238,"110,107,556",8/28/2008,no_in_code,9/8/2008,A,no_hedge_value,no_status,6%,"156,444.49",11,0,11,11,6%,0.0558,0.001420833,0.054379167,103963554.4,94.42,214071110.4
PF00002534,DSK00002410,OFF00001001,A,8/29/2008,"34,276,000",T,0.04483,USD,3.082235238,"34,262,923",8/29/2008,no_in_code,9/4/2008,A,no_hedge_value,no_status,5%,"13,077.02",6,0,6,6,5%,0.05496,0.000381667,0.054578333,32379832.75,94.504,66642755.75
PF00002535,DSK00002411,OFF00001002,C,8/29/2008,"12,182,500",M,0.04483,CHF,3.030655238,"12,153,803",8/29/2008,no_in_code,9/30/2008,E,no_hedge_value,no_status,3%,"28,696.56",32,0,32,32,3%,0.0318,0.002361118,0.029438882,11767312.06,96.82,23921115.06
PF00002536,DSK00002412,OFF00001002,C,8/29/2008,"110,000,000",M,0.04483,CHF,3.030655238,"109,969,689",8/29/2008,no_in_code,9/2/2008,E,no_hedge_value,no_status,3%,"30,311.11",4,0,4,4,3%,0.02976,0.000275631,0.029484369,106696991.1,97.024,216666680.1
PF00002537,DSK00002413,OFF00001002,C,8/29/2008,"45,694,000",M,0.04483,CHF,3.030655238,"45,681,409",8/29/2008,no_in_code,9/2/2008,E,no_hedge_value,no_status,3%,"12,591.24",4,0,4,4,3%,0.02976,0.000275632,0.029484368,44321930.27,97.024,90003339.27
PF00002538,DSK00002414,OFF00001001,A,9/1/2008,"58,102,000",T,0.04513,USD,3.370853182,"57,884,707",9/1/2008,no_in_code,10/2/2008,A,no_hedge_value,no_status,6%,"217,292.76",31,0,31,31,6%,0.05592,0.003753889,0.052166111,54647794.18,94.408,112532501.2
PF00002539,DSK00002416,OFF00001001,A,9/2/2008,"9,482,000",T,0.04513,USD,3.370853182,"9,472,401",9/2/2008,no_in_code,9/12/2008,A,no_hedge_value,no_status,5%,"9,598.70",10,0,10,10,5%,0.05472,0.001013333,0.053706667,8954071.217,94.528,18426472.22
PF00002540,DSK00002417,OFF00001002,C,9/2/2008,"100,727,000",M,0.04513,CHF,3.186022727,"100,720,425",9/2/2008,no_in_code,9/3/2008,E,no_hedge_value,no_status,3%,"6,575.23",1,0,1,1,3%,0.0282,0.000065282,0.028134718,97880109.02,97.18,198600534
PF00002541,DSK00002418,OFF00001002,C,9/2/2008,"55,000,000",M,0.04513,CHF,3.186022727,"54,973,799",9/2/2008,no_in_code,9/9/2008,E,no_hedge_value,no_status,3%,"26,201.39",7,0,7,7,3%,0.0294,0.000476616,0.028923384,53357569.31,97.06,108331368.3
PF00002545,DSK00002423,OFF00001002,C,9/2/2008,"110,000,000",M,0.04513,CHF,3.186022727,"109,883,125",9/2/2008,no_in_code,9/17/2008,E,no_hedge_value,no_status,3%,"116,875.00",15,0,15,15,3%,0.0306,0.00106363,0.02953637,106520701.4,96.94,216403826.4
PF00002544,DSK00002422,OFF00001002,C,9/2/2008,"9,273,000",M,0.04513,CHF,3.186022727,"9,272,395",9/2/2008,no_in_code,9/3/2008,E,no_hedge_value,no_status,3%,605.32,1,0,1,1,3%,0.0282,0.000065282,0.028134718,9010913.461,97.18,18283308.46
PF00002546,DSK00002424,OFF00001001,C,9/2/2008,"55,000,000",M,0.04513,CHF,3.186022727,"54,881,261",9/2/2008,no_in_code,10/1/2008,E,no_hedge_value,no_status,3%,"118,738.89",29,0,29,29,3%,0.03216,0.00216356,0.02999644,53116279.65,96.784,107997540.6
PF00002549,DSK00002426,OFF00001002,B,9/3/2008,"49,742,000",N,0.04513,GBP,6.142757273,"49,504,163",9/3/2008,no_in_code,10/7/2008,C,no_hedge_value,no_status,7%,"237,836.99",34,0,34,34,7%,0.06576,0.004804384,0.060955616,46248769.24,93.424,95752932.24
PF00002550,DSK00002427,OFF00001002,C,9/3/2008,"55,000,000",M,0.04513,CHF,3.186022727,"54,976,975",9/3/2008,no_in_code,9/9/2008,E,no_hedge_value,no_status,3%,"23,025.12",6,0,6,6,3%,0.03014,0.000418814,0.029723168,53319860.01,96.9858018,108296835
PF00002552,DSK00002430,OFF00001002,C,9/3/2008,"9,141,000",M,0.04513,CHF,3.186022727,"9,140,403",9/3/2008,no_in_code,9/4/2008,E,no_hedge_value,no_status,3%,596.7,1,0,1,1,3%,0.0282,0.000065282,0.028134718,8882643.635,97.18,18023046.64
PF00002554,DSK00002432,OFF00001002,C,9/3/2008,"105,193,000",M,0.04513,CHF,3.186022727,"105,186,133",9/3/2008,no_in_code,9/4/2008,E,no_hedge_value,no_status,3%,"6,866.77",1,0,1,1,3%,0.0282,0.000065282,0.028134718,102219884,97.18,207406017
PF00002555,DSK00002433,OFF00001001,A,9/4/2008,"191,279,000",T,0.04513,USD,3.370853182,"190,511,240",9/4/2008,no_in_code,10/9/2008,A,no_hedge_value,no_status,6%,"767,760.30",35,0,35,35,6%,0.05616,0.00403,0.05213,179812128.8,94.384,370323368.8
PF00002556,DSK00002434,OFF00001002,C,9/4/2008,"82,500,000",M,0.04513,CHF,3.186022727,"82,465,394",9/4/2008,no_in_code,9/10/2008,E,no_hedge_value,no_status,3%,"34,606.41",6,0,6,6,3%,0.0302,0.000419648,0.029782312,79974777.47,96.979804,162440171.5
PF00002557,DSK00002435,OFF00001002,C,9/4/2008,"93,203,000",M,0.04513,CHF,3.186022727,"93,115,876",9/4/2008,no_in_code,9/18/2008,E,no_hedge_value,no_status,3%,"87,124.30",14,0,14,14,3%,0.02884,0.000935655,0.027908985,90429982.08,97.115536,183545858.1
PF00002558,DSK00002435,OFF00001002,C,9/4/2008,"42,097,000",M,0.04513,CHF,3.186022727,"42,057,649",9/4/2008,no_in_code,9/18/2008,E,no_hedge_value,no_status,3%,"39,351.27",14,0,14,14,3%,0.02884,0.000935651,0.027908869,40844516.3,97.115548,82902165.3
PF00002559,DSK00002436,OFF00001002,C,9/4/2008,"165,000,000",M,0.04513,CHF,3.186022727,"164,766,832",9/4/2008,no_in_code,9/24/2008,E,no_hedge_value,no_status,3%,"233,167.92",20,0,20,20,3%,0.03052,0.001415139,0.029108661,159737522.2,96.94762,324504354.2
PF00002561,DSK00002439,OFF00001002,C,9/5/2008,"110,000,000",M,0.04513,CHF,3.186022727,"109,978,458",9/5/2008,no_in_code,9/8/2008,E,no_hedge_value,no_status,3%,"21,541.67",3,0,3,3,3%,0.0282,0.000195872,0.028004128,106877065.5,97.18,216855523.5
PF00002562,DSK00002440,OFF00001002,C,9/5/2008,"140,195,000",M,0.04513,CHF,3.186022727,"140,167,545",9/5/2008,no_in_code,9/8/2008,E,no_hedge_value,no_status,3%,"27,454.85",3,0,3,3,3%,0.0282,0.000195872,0.028004128,136214820.2,97.18,276382365.2
PF00002566,DSK00002443,OFF00001001,A,9/8/2008,"53,570,000",T,0.04513,USD,3.370853182,"53,467,521",9/8/2008,no_in_code,9/25/2008,A,no_hedge_value,no_status,6%,"102,479.41",17,0,17,17,6%,0.0552,0.001916667,0.053283333,50516113.84,94.48,103983634.8
PF00002568,DSK00002444,OFF00001002,C,9/8/2008,"55,000,000",M,0.04513,CHF,3.186022727,"54,883,470",9/8/2008,no_in_code,10/3/2008,E,no_hedge_value,no_status,3%,"116,530.36",25,0,25,25,3%,0.03269,0.002123232,0.030565803,53089382.33,96.7310965,107972852.3
PF00002569,DSK00002445,OFF00001002,C,9/8/2008,"110,000,000",M,0.04513,CHF,3.186022727,"109,744,250",9/8/2008,no_in_code,10/6/2008,E,no_hedge_value,no_status,3%,"255,750.00",28,0,28,28,3%,0.0324,0.002330418,0.030069582,106188536.3,96.76,215932786.3
PF00002570,DSK00002446,OFF00001001,A,9/8/2008,"137,236,000",T,0.04513,USD,3.370853182,"136,702,859",9/8/2008,no_in_code,10/10/2008,A,no_hedge_value,no_status,6%,"533,141.15",32,0,32,32,6%,0.05616,0.0039,0.05226,129025626.4,94.384,265728485.4
PF00002573,DSK00002448,OFF00001002,C,9/8/2008,"140,206,000",M,0.04513,CHF,3.186022727,"140,196,848",9/8/2008,no_in_code,9/9/2008,E,no_hedge_value,no_status,3%,"9,152.34",1,0,1,1,3%,0.0282,0.000065282,0.028134718,136243296.9,97.18,276440144.9
PF00002574,DSK00002449,OFF00001002,C,9/8/2008,"55,000,000",M,0.04513,CHF,3.186022727,"54,996,440",9/8/2008,no_in_code,9/9/2008,E,no_hedge_value,no_status,3%,"3,559.72",1,0,1,1,3%,0.02796,0.000064726,0.027895274,53458739.54,97.204,108455179.5
PF00002575,DSK00002450,OFF00001001,A,9/8/2008,"16,588,000",T,0.04513,USD,3.370853182,"16,558,379",9/8/2008,no_in_code,9/22/2008,A,no_hedge_value,no_status,6%,"29,621.10",14,0,14,14,6%,0.0552,0.001788889,0.053411111,15644356.48,94.48,32202735.48
PF00002576,DSK00002451,OFF00001001,A,9/9/2008,"186,406,000",T,0.04513,USD,3.370853182,"185,633,764",9/9/2008,no_in_code,10/13/2008,A,no_hedge_value,no_status,6%,"772,236.46",34,0,34,34,6%,0.05616,0.00416,0.052,175208571.8,94.384,360842335.8
PF00002577,DSK00002451,OFF00001002,B,9/9/2008,"88,000,000",N,0.04513,GBP,6.142757273,"87,577,707",9/9/2008,no_in_code,10/13/2008,C,no_hedge_value,no_status,7%,"422,292.51",34,0,34,34,7%,0.066,0.004821918,0.061178082,81797578.34,93.4,169375285.3
PF00002578,DSK00002451,OFF00001002,B,9/9/2008,"55,000,000",N,0.04513,GBP,6.142757273,"54,736,067",9/9/2008,no_in_code,10/13/2008,C,no_hedge_value,no_status,7%,"263,932.82",34,0,34,34,7%,0.066,0.004821918,0.061178082,51123486.58,93.4,105859553.6
PF00002579,DSK00002452,OFF00001001,A,9/9/2008,"55,000,000",T,0.04513,USD,3.370853182,"54,993,172",9/9/2008,no_in_code,9/10/2008,A,no_hedge_value,no_status,5%,"6,828.32",1,0,1,1,5%,0.05364,0.000124167,0.053515833,52043338.25,94.636,107036510.3
PF00002586,DSK00002461,OFF00001001,A,9/9/2008,"67,705,000",T,0.04513,USD,3.370853182,"67,503,166",9/9/2008,no_in_code,10/2/2008,A,no_hedge_value,no_status,6%,"201,834.46",23,0,23,23,6%,0.05616,0.00299,0.05317,63712188.2,94.384,131215354.2
PF00002581,DSK00002454,OFF00001002,C,9/9/2008,"137,500,000",M,0.04513,CHF,3.186022727,"137,491,024",9/9/2008,no_in_code,9/10/2008,E,no_hedge_value,no_status,3%,"8,975.69",1,0,1,1,3%,0.0282,0.000065282,0.028134718,133613777.1,97.18,271104801.1
PF00002584,DSK00002459,OFF00001001,A,9/9/2008,"77,000,000",T,0.04513,USD,3.370853182,"76,700,867",9/9/2008,no_in_code,10/9/2008,A,no_hedge_value,no_status,6%,"299,133.38",30,0,30,30,6%,0.05616,0.0039,0.05226,72393346.31,94.384,149094213.3
PF00002585,DSK00002460,OFF00001001,A,9/9/2008,"22,000,000",T,0.04513,USD,3.370853182,"21,940,869",9/9/2008,no_in_code,9/30/2008,A,no_hedge_value,no_status,6%,"59,130.64",21,0,21,21,6%,0.05544,0.002695,0.052745,20724467.22,94.456,42665336.22
PF00002587,DSK00002462,OFF00001002,C,9/9/2008,"55,000,000",M,0.04513,CHF,3.186022727,"54,996,440",9/9/2008,no_in_code,9/10/2008,E,no_hedge_value,no_status,3%,"3,559.72",1,0,1,1,3%,0.02796,0.000064726,0.027895274,53458739.54,97.204,108455179.5
PF00002588,DSK00002463,OFF00001002,C,9/9/2008,"55,000,000",M,0.04513,CHF,3.186022727,"54,996,440",9/9/2008,no_in_code,9/10/2008,E,no_hedge_value,no_status,3%,"3,559.72",1,0,1,1,3%,0.02796,0.000064726,0.027895274,53458739.54,97.204,108455179.5
PF00002591,DSK00002466,OFF00001001,A,9/10/2008,"7,964,000",T,0.04513,USD,3.370853182,"7,950,793",9/10/2008,no_in_code,9/25/2008,A,no_hedge_value,no_status,6%,"13,207.15",15,0,15,15,6%,0.0552,0.001661111,0.053538889,7511909.226,94.48,15462702.23
PF00002592,DSK00002467,OFF00001002,B,9/10/2008,"13,200,000",N,0.04513,GBP,6.142757273,"13,133,082",9/10/2008,no_in_code,10/16/2008,C,no_hedge_value,no_status,7%,"66,917.55",36,0,36,36,7%,0.06564,0.005095342,0.060544658,12271026.5,93.436,25404108.5
PF00002596,DSK00002470,OFF00001001,A,9/10/2008,"21,494,000",T,0.04513,USD,3.370853182,"21,469,471",9/10/2008,no_in_code,9/19/2008,A,no_hedge_value,no_status,5%,"24,528.87",9,0,9,9,5%,0.05484,0.0011425,0.0536975,20292085.21,94.516,41761556.21
PF00002599,DSK00002474,OFF00001001,A,9/11/2008,"278,993,000",T,0.04513,USD,3.370853182,"277,909,154",9/11/2008,no_in_code,10/15/2008,A,no_hedge_value,no_status,6%,"1,083,845.70",34,0,34,34,6%,0.05616,0.0039,0.05226,262301775.9,94.384,540210929.9
PF00002602,DSK00002477,OFF00001001,A,9/11/2008,"65,164,000",T,0.04513,USD,3.370853182,"64,986,587",9/11/2008,no_in_code,10/2/2008,A,no_hedge_value,no_status,6%,"177,413.38",21,0,21,21,6%,0.05616,0.00273,0.05343,61336940.27,94.384,126323527.3
PF00002603,DSK00002478,OFF00001001,A,9/12/2008,"320,254,000",T,0.04513,USD,3.370853182,"319,009,862",9/12/2008,no_in_code,10/16/2008,A,no_hedge_value,no_status,6%,"1,244,138.46",34,0,34,34,6%,0.05616,0.0039,0.05226,301094268.2,94.384,620104130.2
PF00002604,DSK00002479,OFF00001002,C,9/12/2008,"145,211,000",M,0.04513,CHF,3.186022727,"145,181,353",9/12/2008,no_in_code,9/15/2008,E,no_hedge_value,no_status,3%,"29,647.25",3,0,3,3,3%,0.0294,0.000204208,0.029195792,140913021.2,97.06,286094374.2
PF00002610,DSK00002484,OFF00001002,C,9/15/2008,"102,102,000",M,0.04513,CHF,3.186022727,"102,019,326",9/15/2008,no_in_code,9/26/2008,E,no_hedge_value,no_status,3%,"82,674.26",11,0,11,11,3%,0.0318,0.000810378,0.030989622,98775111.43,96.82,200794437.4
PF00002609,DSK00002483,OFF00001001,A,9/15/2008,"30,690,000",T,0.04513,USD,3.370853182,"30,677,729",9/15/2008,no_in_code,9/18/2008,A,no_hedge_value,no_status,6%,"12,271.09",3,0,3,3,6%,0.0576,0.0004,0.0572,28910691.81,94.24,59588420.81
PF00002611,DSK00002485,OFF00001001,A,9/16/2008,"602,151,000",T,0.04513,USD,3.370853182,"599,619,274",9/16/2008,no_in_code,10/20/2008,A,no_hedge_value,no_status,6%,"2,531,725.82",34,0,34,34,6%,0.057,0.004222222,0.052777778,565440975.4,94.3,1165060249
PF00002612,DSK00002486,OFF00001001,A,9/17/2008,"72,204,000",T,0.04513,USD,3.370853182,"72,194,976",9/17/2008,no_in_code,9/18/2008,A,no_hedge_value,no_status,5%,"9,024.37",1,0,1,1,5%,0.054,0.000125,0.053875,68296447.3,94.6,140491423.3
PF00002615,DSK00002489,OFF00001001,A,9/17/2008,"72,204,000",T,0.04513,USD,3.370853182,"72,194,976",9/17/2008,no_in_code,9/18/2008,A,no_hedge_value,no_status,5%,"9,024.37",1,0,1,1,5%,0.054,0.000125,0.053875,68296447.3,94.6,140491423.3
PF00002614,DSK00002488,OFF00001002,C,9/17/2008,"5,500,000",M,0.04513,CHF,3.186022727,"5,477,739",9/17/2008,no_in_code,11/7/2008,E,no_hedge_value,no_status,3%,"22,261.29",51,0,51,51,3%,0.03428,0.004063956,0.030220813,5289935.984,96.5715231,10767674.98
PF00002616,DSK00002490,OFF00001002,C,9/18/2008,"45,914,000",M,0.04513,CHF,3.186022727,"45,907,623",9/18/2008,no_in_code,9/19/2008,E,no_hedge_value,no_status,6%,"6,376.94",1,0,1,1,6%,0.06,0.000138908,0.059861092,43153165.62,94,89060788.62
PF00002617,DSK00002490,OFF00001001,A,9/18/2008,"129,382,000",T,0.04513,USD,3.370853182,"129,365,470",9/18/2008,no_in_code,9/19/2008,A,no_hedge_value,no_status,6%,"16,530.03",1,0,1,1,6%,0.0552,0.000127778,0.055072222,122224496.1,94.48,251589966.1
PF00002618,DSK00002490,OFF00001001,A,9/18/2008,"25,300,000",T,0.04513,USD,3.370853182,"25,296,768",9/18/2008,no_in_code,9/19/2008,A,no_hedge_value,no_status,6%,"3,232.36",1,0,1,1,6%,0.0552,0.000127778,0.055072222,23900386.41,94.48,49197154.41
PF00002620,DSK00002492,OFF00001002,C,9/18/2008,"38,500,000",M,0.04513,CHF,3.186022727,"38,434,439",9/18/2008,no_in_code,10/1/2008,E,no_hedge_value,no_status,6%,"65,561.49",13,0,13,13,6%,0.05659,0.001705801,0.054882739,36259490.21,94.341146,74693929.21
