,Period of Holding
3160,31 days 00:00:00.000000000
3161,13 days 00:00:00.000000000
3162,16 days 00:00:00.000000000
3163,8 days 00:00:00.000000000
3164,60 days 00:00:00.000000000
3165,8 days 00:00:00.000000000
3166,8 days 00:00:00.000000000
3167,36 days 00:00:00.000000000
3168,32 days 00:00:00.000000000
3169,32 days 00:00:00.000000000
3170,32 days 00:00:00.000000000
3171,32 days 00:00:00.000000000
3172,32 days 00:00:00.000000000
3173,38 days 00:00:00.000000000
3174,34 days 00:00:00.000000000
3175,35 days 00:00:00.000000000
3176,35 days 00:00:00.000000000
3177,31 days 00:00:00.000000000
3178,9 days 00:00:00.000000000
3179,34 days 00:00:00.000000000
3180,34 days 00:00:00.000000000
3181,34 days 00:00:00.000000000
3182,23 days 00:00:00.000000000
3183,90 days 00:00:00.000000000
3184,35 days 00:00:00.000000000
3185,8 days 00:00:00.000000000
3186,8 days 00:00:00.000000000
3187,32 days 00:00:00.000000000
3188,32 days 00:00:00.000000000
3189,35 days 00:00:00.000000000
3190,35 days 00:00:00.000000000
3191,35 days 00:00:00.000000000
3192,11 days 00:00:00.000000000
3193,38 days 00:00:00.000000000
3194,38 days 00:00:00.000000000
3195,30 days 00:00:00.000000000
3196,30 days 00:00:00.000000000
3197,30 days 00:00:00.000000000
3198,30 days 00:00:00.000000000
3199,32 days 00:00:00.000000000
3200,8 days 00:00:00.000000000
3201,95 days 00:00:00.000000000
3202,37 days 00:00:00.000000000
3203,31 days 00:00:00.000000000
3204,31 days 00:00:00.000000000
3205,31 days 00:00:00.000000000
3206,8 days 00:00:00.000000000
3207,34 days 00:00:00.000000000
3208,33 days 00:00:00.000000000
3209,33 days 00:00:00.000000000
3210,33 days 00:00:00.000000000
3211,33 days 00:00:00.000000000
3212,33 days 00:00:00.000000000
3213,36 days 00:00:00.000000000
3214,35 days 00:00:00.000000000
3215,33 days 00:00:00.000000000
3216,13 days 00:00:00.000000000
3217,13 days 00:00:00.000000000
3218,28 days 00:00:00.000000000
3219,28 days 00:00:00.000000000
3220,28 days 00:00:00.000000000
3221,28 days 00:00:00.000000000
3222,11 days 00:00:00.000000000
3223,34 days 00:00:00.000000000
3224,34 days 00:00:00.000000000
3225,4 days 00:00:00.000000000
3226,30 days 00:00:00.000000000
3227,30 days 00:00:00.000000000
3228,29 days 00:00:00.000000000
3229,8 days 00:00:00.000000000
3230,9 days 00:00:00.000000000
3231,9 days 00:00:00.000000000
3232,27 days 00:00:00.000000000
3233,11 days 00:00:00.000000000
3234,31 days 00:00:00.000000000
3235,33 days 00:00:00.000000000
3236,12 days 00:00:00.000000000
3237,6 days 00:00:00.000000000
3238,34 days 00:00:00.000000000
3239,34 days 00:00:00.000000000
3240,34 days 00:00:00.000000000
3241,34 days 00:00:00.000000000
3242,34 days 00:00:00.000000000
3243,34 days 00:00:00.000000000
3244,31 days 00:00:00.000000000
3245,10 days 00:00:00.000000000
3246,31 days 00:00:00.000000000
3247,17 days 00:00:00.000000000
3248,30 days 00:00:00.000000000
3249,71 days 00:00:00.000000000
3250,8 days 00:00:00.000000000
3251,15 days 00:00:00.000000000
3252,33 days 00:00:00.000000000
3253,30 days 00:00:00.000000000
3254,30 days 00:00:00.000000000
3255,34 days 00:00:00.000000000
3256,7 days 00:00:00.000000000
3257,94 days 00:00:00.000000000
3258,35 days 00:00:00.000000000
3259,35 days 00:00:00.000000000
3260,91 days 00:00:00.000000000
3261,91 days 00:00:00.000000000
3262,30 days 00:00:00.000000000
3263,30 days 00:00:00.000000000
3264,30 days 00:00:00.000000000
3265,90 days 00:00:00.000000000
3266,28 days 00:00:00.000000000
3267,33 days 00:00:00.000000000
3268,33 days 00:00:00.000000000
3269,91 days 00:00:00.000000000
3270,33 days 00:00:00.000000000
3271,33 days 00:00:00.000000000
3272,91 days 00:00:00.000000000
3273,32 days 00:00:00.000000000
3274,64 days 00:00:00.000000000
3275,29 days 00:00:00.000000000
3276,35 days 00:00:00.000000000
3277,35 days 00:00:00.000000000
3278,35 days 00:00:00.000000000
3279,33 days 00:00:00.000000000
3280,32 days 00:00:00.000000000
3281,29 days 00:00:00.000000000
3282,92 days 00:00:00.000000000
3283,8 days 00:00:00.000000000
3284,11 days 00:00:00.000000000
3285,33 days 00:00:00.000000000
3286,34 days 00:00:00.000000000
3287,34 days 00:00:00.000000000
3288,34 days 00:00:00.000000000
3289,29 days 00:00:00.000000000
3290,29 days 00:00:00.000000000
3291,28 days 00:00:00.000000000
3292,7 days 00:00:00.000000000
3293,4 days 00:00:00.000000000
3294,2 days 00:00:00.000000000
3295,29 days 00:00:00.000000000
3296,31 days 00:00:00.000000000
3297,31 days 00:00:00.000000000
3298,33 days 00:00:00.000000000
3299,33 days 00:00:00.000000000
3300,33 days 00:00:00.000000000
3301,28 days 00:00:00.000000000
3302,28 days 00:00:00.000000000
3303,8 days 00:00:00.000000000
3304,8 days 00:00:00.000000000
3305,27 days 00:00:00.000000000
3306,88 days 00:00:00.000000000
3307,29 days 00:00:00.000000000
3308,4 days 00:00:00.000000000
3309,23 days 00:00:00.000000000
3310,29 days 00:00:00.000000000
3311,29 days 00:00:00.000000000
3312,22 days 00:00:00.000000000
3313,22 days 00:00:00.000000000
3314,31 days 00:00:00.000000000
3315,34 days 00:00:00.000000000
3316,90 days 00:00:00.000000000
3317,22 days 00:00:00.000000000
3318,29 days 00:00:00.000000000
3319,8 days 00:00:00.000000000
3320,14 days 00:00:00.000000000
3321,31 days 00:00:00.000000000
3322,24 days 00:00:00.000000000
3323,24 days 00:00:00.000000000
3324,24 days 00:00:00.000000000
3325,24 days 00:00:00.000000000
3326,29 days 00:00:00.000000000
3327,52 days 00:00:00.000000000
3328,8 days 00:00:00.000000000
3329,29 days 00:00:00.000000000
3330,62 days 00:00:00.000000000
3331,91 days 00:00:00.000000000
3332,9 days 00:00:00.000000000
3333,26 days 00:00:00.000000000
3334,26 days 00:00:00.000000000
3335,28 days 00:00:00.000000000
3336,28 days 00:00:00.000000000
3337,32 days 00:00:00.000000000
3338,8 days 00:00:00.000000000
3339,8 days 00:00:00.000000000
3340,8 days 00:00:00.000000000
3341,92 days 00:00:00.000000000
3342,28 days 00:00:00.000000000
3343,29 days 00:00:00.000000000
3344,28 days 00:00:00.000000000
3345,28 days 00:00:00.000000000
3346,28 days 00:00:00.000000000
3347,30 days 00:00:00.000000000
3348,30 days 00:00:00.000000000
3349,30 days 00:00:00.000000000
3350,29 days 00:00:00.000000000
3351,22 days 00:00:00.000000000
3352,28 days 00:00:00.000000000
3353,28 days 00:00:00.000000000
3354,28 days 00:00:00.000000000
3355,25 days 00:00:00.000000000
3356,28 days 00:00:00.000000000
3357,28 days 00:00:00.000000000
3358,28 days 00:00:00.000000000
3359,7 days 00:00:00.000000000
3360,60 days 00:00:00.000000000
3361,27 days 00:00:00.000000000
3362,19 days 00:00:00.000000000
3363,92 days 00:00:00.000000000
3364,7 days 00:00:00.000000000
3365,8 days 00:00:00.000000000
3366,8 days 00:00:00.000000000
3367,90 days 00:00:00.000000000
3368,32 days 00:00:00.000000000
3369,31 days 00:00:00.000000000
3370,28 days 00:00:00.000000000
3371,9 days 00:00:00.000000000
3372,9 days 00:00:00.000000000
3373,35 days 00:00:00.000000000
3374,92 days 00:00:00.000000000
3375,34 days 00:00:00.000000000
3376,8 days 00:00:00.000000000
3377,29 days 00:00:00.000000000
3378,32 days 00:00:00.000000000
3379,32 days 00:00:00.000000000
3380,32 days 00:00:00.000000000
3381,32 days 00:00:00.000000000
3382,32 days 00:00:00.000000000
3383,8 days 00:00:00.000000000
3384,8 days 00:00:00.000000000
3385,8 days 00:00:00.000000000
3386,96 days 00:00:00.000000000
3387,96 days 00:00:00.000000000
3388,36 days 00:00:00.000000000
3389,11 days 00:00:00.000000000
3390,34 days 00:00:00.000000000
3391,32 days 00:00:00.000000000
3392,35 days 00:00:00.000000000
3393,35 days 00:00:00.000000000
3394,29 days 00:00:00.000000000
3395,62 days 00:00:00.000000000
3396,34 days 00:00:00.000000000
3397,34 days 00:00:00.000000000
3398,32 days 00:00:00.000000000
3399,32 days 00:00:00.000000000
3400,8 days 00:00:00.000000000
3401,8 days 00:00:00.000000000
3402,8 days 00:00:00.000000000
3403,64 days 00:00:00.000000000
3404,35 days 00:00:00.000000000
3405,35 days 00:00:00.000000000
3406,11 days 00:00:00.000000000
3407,63 days 00:00:00.000000000
3408,29 days 00:00:00.000000000
3409,29 days 00:00:00.000000000
3410,29 days 00:00:00.000000000
3411,29 days 00:00:00.000000000
3412,32 days 00:00:00.000000000
3413,63 days 00:00:00.000000000
3414,31 days 00:00:00.000000000
3415,35 days 00:00:00.000000000
3416,34 days 00:00:00.000000000
3417,34 days 00:00:00.000000000
3418,34 days 00:00:00.000000000
3419,64 days 00:00:00.000000000
3420,8 days 00:00:00.000000000
3421,8 days 00:00:00.000000000
3422,83 days 00:00:00.000000000
3423,33 days 00:00:00.000000000
3424,62 days 00:00:00.000000000
3425,64 days 00:00:00.000000000
3426,64 days 00:00:00.000000000
3427,32 days 00:00:00.000000000
3428,32 days 00:00:00.000000000
3429,32 days 00:00:00.000000000
3430,34 days 00:00:00.000000000
3431,34 days 00:00:00.000000000
3432,8 days 00:00:00.000000000
3433,8 days 00:00:00.000000000
3434,8 days 00:00:00.000000000
3435,95 days 00:00:00.000000000
3436,57 days 00:00:00.000000000
3437,29 days 00:00:00.000000000
3438,29 days 00:00:00.000000000
3439,35 days 00:00:00.000000000
3440,8 days 00:00:00.000000000
3441,55 days 00:00:00.000000000
3442,94 days 00:00:00.000000000
3443,94 days 00:00:00.000000000
3444,8 days 00:00:00.000000000
3445,8 days 00:00:00.000000000
3446,8 days 00:00:00.000000000
3447,31 days 00:00:00.000000000
3448,30 days 00:00:00.000000000
3449,55 days 00:00:00.000000000
3450,9 days 00:00:00.000000000
3451,8 days 00:00:00.000000000
3452,8 days 00:00:00.000000000
3453,8 days 00:00:00.000000000
3454,8 days 00:00:00.000000000
3455,29 days 00:00:00.000000000
3456,29 days 00:00:00.000000000
3457,29 days 00:00:00.000000000
3458,29 days 00:00:00.000000000
3459,33 days 00:00:00.000000000
3460,33 days 00:00:00.000000000
3461,33 days 00:00:00.000000000
3462,33 days 00:00:00.000000000
3463,8 days 00:00:00.000000000
3464,8 days 00:00:00.000000000
3465,8 days 00:00:00.000000000
3466,31 days 00:00:00.000000000
3467,31 days 00:00:00.000000000
3468,31 days 00:00:00.000000000
3469,31 days 00:00:00.000000000
3470,30 days 00:00:00.000000000
3471,80 days 00:00:00.000000000
3472,30 days 00:00:00.000000000
3473,30 days 00:00:00.000000000
3474,31 days 00:00:00.000000000
3475,92 days 00:00:00.000000000
3476,65 days 00:00:00.000000000
3477,64 days 00:00:00.000000000
3478,34 days 00:00:00.000000000
3479,34 days 00:00:00.000000000
3480,33 days 00:00:00.000000000
3481,33 days 00:00:00.000000000
3482,12 days 00:00:00.000000000
3483,12 days 00:00:00.000000000
3484,13 days 00:00:00.000000000
3485,13 days 00:00:00.000000000
3486,22 days 00:00:00.000000000
3487,31 days 00:00:00.000000000
3488,31 days 00:00:00.000000000
3489,31 days 00:00:00.000000000
3490,67 days 00:00:00.000000000
3491,33 days 00:00:00.000000000
3492,62 days 00:00:00.000000000
3493,12 days 00:00:00.000000000
3494,12 days 00:00:00.000000000
3495,12 days 00:00:00.000000000
3496,64 days 00:00:00.000000000
3497,20 days 00:00:00.000000000
3498,20 days 00:00:00.000000000
3499,11 days 00:00:00.000000000
3500,11 days 00:00:00.000000000
3501,11 days 00:00:00.000000000
3502,11 days 00:00:00.000000000
3503,12 days 00:00:00.000000000
3504,12 days 00:00:00.000000000
3505,7 days 00:00:00.000000000
3506,7 days 00:00:00.000000000
3507,7 days 00:00:00.000000000
3508,7 days 00:00:00.000000000
3509,28 days 00:00:00.000000000
3510,28 days 00:00:00.000000000
3511,28 days 00:00:00.000000000
3512,28 days 00:00:00.000000000
3513,28 days 00:00:00.000000000
3514,31 days 00:00:00.000000000
3515,3 days 00:00:00.000000000
3516,1 days 00:00:00.000000000
3517,30 days 00:00:00.000000000
3518,1 days 00:00:00.000000000
3519,1 days 00:00:00.000000000
3520,1 days 00:00:00.000000000
3521,1 days 00:00:00.000000000
3522,13 days 00:00:00.000000000
3523,12 days 00:00:00.000000000
3524,5 days 00:00:00.000000000
3525,1 days 00:00:00.000000000
3526,1 days 00:00:00.000000000
3527,1 days 00:00:00.000000000
3528,4 days 00:00:00.000000000
3529,4 days 00:00:00.000000000
3530,10 days 00:00:00.000000000
3531,34 days 00:00:00.000000000
3532,8 days 00:00:00.000000000
3533,8 days 00:00:00.000000000
3534,8 days 00:00:00.000000000
3535,92 days 00:00:00.000000000
3536,14 days 00:00:00.000000000
3537,32 days 00:00:00.000000000
3538,91 days 00:00:00.000000000
3539,55 days 00:00:00.000000000
3540,35 days 00:00:00.000000000
3541,35 days 00:00:00.000000000
3542,36 days 00:00:00.000000000
3543,34 days 00:00:00.000000000
3544,8 days 00:00:00.000000000
3545,8 days 00:00:00.000000000
3546,8 days 00:00:00.000000000
3547,64 days 00:00:00.000000000
3548,15 days 00:00:00.000000000
3549,29 days 00:00:00.000000000
3550,29 days 00:00:00.000000000
3551,36 days 00:00:00.000000000
3552,35 days 00:00:00.000000000
3553,35 days 00:00:00.000000000
3554,35 days 00:00:00.000000000
3555,35 days 00:00:00.000000000
3556,10 days 00:00:00.000000000
3557,30 days 00:00:00.000000000
3558,30 days 00:00:00.000000000
3559,31 days 00:00:00.000000000
3560,31 days 00:00:00.000000000
3561,63 days 00:00:00.000000000
3562,32 days 00:00:00.000000000
3563,32 days 00:00:00.000000000
3564,32 days 00:00:00.000000000
3565,32 days 00:00:00.000000000
3566,8 days 00:00:00.000000000
3567,8 days 00:00:00.000000000
3568,31 days 00:00:00.000000000
3569,31 days 00:00:00.000000000
3570,31 days 00:00:00.000000000
3571,93 days 00:00:00.000000000
3572,92 days 00:00:00.000000000
3573,31 days 00:00:00.000000000
3574,60 days 00:00:00.000000000
3575,30 days 00:00:00.000000000
3576,30 days 00:00:00.000000000
3577,30 days 00:00:00.000000000
3578,30 days 00:00:00.000000000
3579,37 days 00:00:00.000000000
3580,34 days 00:00:00.000000000
3581,7 days 00:00:00.000000000
3582,61 days 00:00:00.000000000
3583,8 days 00:00:00.000000000
3584,8 days 00:00:00.000000000
3585,8 days 00:00:00.000000000
3586,11 days 00:00:00.000000000
3587,11 days 00:00:00.000000000
3588,31 days 00:00:00.000000000
3589,31 days 00:00:00.000000000
3590,33 days 00:00:00.000000000
3591,8 days 00:00:00.000000000
3592,8 days 00:00:00.000000000
3593,31 days 00:00:00.000000000
3594,22 days 00:00:00.000000000
3595,22 days 00:00:00.000000000
3596,22 days 00:00:00.000000000
3597,31 days 00:00:00.000000000
3598,31 days 00:00:00.000000000
3599,31 days 00:00:00.000000000
3600,33 days 00:00:00.000000000
3601,33 days 00:00:00.000000000
3602,33 days 00:00:00.000000000
3603,34 days 00:00:00.000000000
3604,8 days 00:00:00.000000000
3605,31 days 00:00:00.000000000
3606,30 days 00:00:00.000000000
3607,30 days 00:00:00.000000000
3608,33 days 00:00:00.000000000
3609,33 days 00:00:00.000000000
3610,33 days 00:00:00.000000000
3611,33 days 00:00:00.000000000
3612,34 days 00:00:00.000000000
3613,8 days 00:00:00.000000000
3614,8 days 00:00:00.000000000
3615,8 days 00:00:00.000000000
3616,6 days 00:00:00.000000000
3617,33 days 00:00:00.000000000
3618,29 days 00:00:00.000000000
3619,29 days 00:00:00.000000000
3620,29 days 00:00:00.000000000
3621,7 days 00:00:00.000000000
3622,7 days 00:00:00.000000000
3623,28 days 00:00:00.000000000
3624,3 days 00:00:00.000000000
3625,30 days 00:00:00.000000000
3626,30 days 00:00:00.000000000
3627,30 days 00:00:00.000000000
3628,30 days 00:00:00.000000000
3629,30 days 00:00:00.000000000
3630,95 days 00:00:00.000000000
3631,35 days 00:00:00.000000000
3632,7 days 00:00:00.000000000
3633,30 days 00:00:00.000000000
3634,7 days 00:00:00.000000000
3635,1 days 00:00:00.000000000
3636,29 days 00:00:00.000000000
3637,29 days 00:00:00.000000000
3638,1 days 00:00:00.000000000
3639,7 days 00:00:00.000000000
3640,8 days 00:00:00.000000000
3641,5 days 00:00:00.000000000
3642,35 days 00:00:00.000000000
3643,33 days 00:00:00.000000000
3644,12 days 00:00:00.000000000
3645,1 days 00:00:00.000000000
3646,1 days 00:00:00.000000000
3647,12 days 00:00:00.000000000
3648,8 days 00:00:00.000000000
3649,12 days 00:00:00.000000000
3650,3 days 00:00:00.000000000
3651,3 days 00:00:00.000000000
3652,4 days 00:00:00.000000000
3653,6 days 00:00:00.000000000
3654,3 days 00:00:00.000000000
3655,1 days 00:00:00.000000000
3656,4 days 00:00:00.000000000
3657,109 days 00:00:00.000000000
3658,1 days 00:00:00.000000000
3659,1 days 00:00:00.000000000
3660,108 days 00:00:00.000000000
3661,7 days 00:00:00.000000000
3662,7 days 00:00:00.000000000
3663,5 days 00:00:00.000000000
3664,3 days 00:00:00.000000000
3665,4 days 00:00:00.000000000
3666,31 days 00:00:00.000000000
3667,31 days 00:00:00.000000000
3668,1 days 00:00:00.000000000
3669,1 days 00:00:00.000000000
3670,1 days 00:00:00.000000000
3671,9 days 00:00:00.000000000
3672,7 days 00:00:00.000000000
3673,15 days 00:00:00.000000000
3674,16 days 00:00:00.000000000
3675,16 days 00:00:00.000000000
3676,1 days 00:00:00.000000000
3677,33 days 00:00:00.000000000
3678,1 days 00:00:00.000000000
3679,1 days 00:00:00.000000000
3680,10 days 00:00:00.000000000
3681,1 days 00:00:00.000000000
3682,1 days 00:00:00.000000000
3683,1 days 00:00:00.000000000
3684,10 days 00:00:00.000000000
3685,1 days 00:00:00.000000000
3686,1 days 00:00:00.000000000
3687,33 days 00:00:00.000000000
3688,33 days 00:00:00.000000000
3689,7 days 00:00:00.000000000
3690,1 days 00:00:00.000000000
3691,1 days 00:00:00.000000000
3692,1 days 00:00:00.000000000
3693,1 days 00:00:00.000000000
3694,1 days 00:00:00.000000000
3695,1 days 00:00:00.000000000
3696,7 days 00:00:00.000000000
3697,7 days 00:00:00.000000000
3698,7 days 00:00:00.000000000
3699,6 days 00:00:00.000000000
3700,1 days 00:00:00.000000000
3701,1 days 00:00:00.000000000
3702,1 days 00:00:00.000000000
3703,21 days 00:00:00.000000000
3704,1 days 00:00:00.000000000
3705,1 days 00:00:00.000000000
3706,27 days 00:00:00.000000000
3707,7 days 00:00:00.000000000
3708,14 days 00:00:00.000000000
3709,1 days 00:00:00.000000000
3710,14 days 00:00:00.000000000
3711,1 days 00:00:00.000000000
3712,17 days 00:00:00.000000000
3713,16 days 00:00:00.000000000
3714,1 days 00:00:00.000000000
3715,1 days 00:00:00.000000000
3716,12 days 00:00:00.000000000
3717,13 days 00:00:00.000000000
3718,2 days 00:00:00.000000000
3719,8 days 00:00:00.000000000
3720,1 days 00:00:00.000000000
3721,1 days 00:00:00.000000000
3722,1 days 00:00:00.000000000
3723,34 days 00:00:00.000000000
3724,34 days 00:00:00.000000000
3725,32 days 00:00:00.000000000
3726,7 days 00:00:00.000000000
3727,20 days 00:00:00.000000000
3728,20 days 00:00:00.000000000
3729,14 days 00:00:00.000000000
3730,32 days 00:00:00.000000000
3731,3 days 00:00:00.000000000
3732,2 days 00:00:00.000000000
3733,4 days 00:00:00.000000000
3734,1 days 00:00:00.000000000
3735,1 days 00:00:00.000000000
3736,33 days 00:00:00.000000000
3737,1 days 00:00:00.000000000
3738,33 days 00:00:00.000000000
3739,30 days 00:00:00.000000000
3740,30 days 00:00:00.000000000
3741,30 days 00:00:00.000000000
3742,33 days 00:00:00.000000000
3743,30 days 00:00:00.000000000
3744,30 days 00:00:00.000000000
3745,4 days 00:00:00.000000000
3746,4 days 00:00:00.000000000
3747,9 days 00:00:00.000000000
3748,30 days 00:00:00.000000000
3749,1 days 00:00:00.000000000
3750,1 days 00:00:00.000000000
3751,7 days 00:00:00.000000000
3752,7 days 00:00:00.000000000
3753,16 days 00:00:00.000000000
3754,15 days 00:00:00.000000000
3755,15 days 00:00:00.000000000
3756,8 days 00:00:00.000000000
